id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes,categorie_energie,groupe_valence,macro_genre,mood_score,mood_category,party_factor,party_category,organic_score,organic_category,sport_suitability,relax_suitability,study_suitability,profil_temporel_emotionnel,profil_temporel_activite,profil_emotionnel_activite,diversity_index,diversity_category,context_popularity_score,popularity_category
3KKrZ3adgWcJiJQWFqoDnv,Nice & Smooth,Hip Hop Junkies,hip_hop,journee,neutre,conduite,motive,couple,voiture,105,0.751,0.715,0.646,0.639,0.015,0.396,0.226,7.4,moderee,positive,hiphop_family,0.536965,moderate_energy,0.485146,chill,0.327,electronic,0.7087,0.3348,0.32,journee_motive,journee_conduite,motive_conduite,0.078198,homogeneous,0.24746335963923338,niche
4P5nMkajJUyZI6Jd81iMqx,Young Mozart,Hip-Hop Waltz in G Flat Minor,hip_hop,journee,neutre,conduite,motive,groupe,voiture,101,0.775,0.631,0.804,0.689,0.088,0.243,0.27,7.3,moderee,positive,hiphop_family,0.48902500000000004,low_energy,0.6231000000000001,moderate_party,0.38849999999999996,mixed,0.7405,0.3695,0.4021,journee_motive,journee_conduite,motive_conduite,0.084936,homogeneous,0.23881999248402855,niche
3ns5F35L1KaoKmOO8Ar8fk,Joell Ortiz,Hip Hop,hip_hop,journee,chaud,fete,energique,groupe,club,123,0.82,0.709,0.863,0.67,0.126,0.323,0.28,7.2,elevee,positive,hiphop_family,0.5813799999999999,moderate_energy,0.70766,moderate_party,0.398,mixed,0.7996,0.3598,0.39940000000000003,journee_energique,journee_fete,energique_fete,0.08570961904761903,homogeneous,0.17230364524614805,niche
3LBBeej1zGctWlJNpNa4I6,Portugal. The Man,Hip Hop Kids,hip_hop,journee,neutre,loisir,neutre,famille,maison,110,0.892,0.524,0.765,0.315,0.113,0.246,0.251,7.2,elevee,neutre,hiphop_family,0.46740800000000005,low_energy,0.68238,moderate_party,0.214,electronic,0.7435,0.19229999999999997,0.3018,journee_neutre,journee_loisir,neutre_loisir,0.08546657142857143,homogeneous,0.2311161217587373,niche
0JPzG00AY7hNVu8sauadAu,Chamillionaire,Hip Hop Police,hip_hop,journee,neutre,loisir,neutre,amis,cafe,93,0.788,0.571,0.731,0.602,0.109,0.197,0.127,7.4,moderee,neutre,hiphop_family,0.44994799999999996,low_energy,0.576028,moderate_party,0.3555,mixed,0.7058,0.3371,0.39569999999999994,journee_neutre,journee_loisir,neutre_loisir,0.0859132857142857,homogeneous,0.24877865464111235,niche
55WwvU3TsXYXaOisjxwJYT,August Alsina,Hip Hop,hip_hop,journee,neutre,conduite,motive,couple,voiture,102,0.763,0.605,0.753,0.725,0.186,0.172,0.327,7.5,moderee,positive,hiphop_family,0.461615,low_energy,0.574539,moderate_party,0.4555,organic,0.7126,0.4169,0.4761,journee_motive,journee_conduite,motive_conduite,0.07179995238095238,homogeneous,0.24746335963923338,niche
1VpaGT3qRCT4jaqYw7o9IH,Dead Prez,Hip-Hop - Radio Version,hip_hop,journee,neutre,cuisine,motive,amis,cafe,105,0.831,0.6,0.781,0.431,0.166,0.36,0.208,7.2,elevee,positive,hiphop_family,0.49859999999999993,low_energy,0.649011,moderate_party,0.2985,electronic,0.7466999999999999,0.27290000000000003,0.3403,journee_motive,journee_cuisine,motive_cuisine,0.06959028571428572,homogeneous,0.25216084178880116,niche
2sEKgKt7N4d7fPetASON80,Meek Mill,Hip Hop,hip_hop,journee,neutre,cuisine,motive,amis,restaurant,108,0.866,0.614,0.841,0.311,0.029,0.323,0.341,7.0,elevee,positive,hiphop_family,0.531724,moderate_energy,0.728306,high_party,0.17,electronic,0.7829,0.1733,0.24320000000000003,journee_motive,journee_cuisine,motive_cuisine,0.09550499999999999,balanced,0.26305900037579855,niche
5cl6rJmigUbx6cNrA3nV8z,Beyoncé,Hip Hop Star (feat. Big Boi & Sleepy Brown),hip_hop,apres_midi,neutre,loisir,neutre,amis,exterieur,90,0.662,0.521,0.688,0.428,0.079,0.171,0.271,7.6,faible,neutre,hiphop_family,0.34490200000000004,low_energy,0.45545599999999997,chill,0.2535,electronic,0.6275,0.2963,0.3337,apres_midi_neutre,apres_midi_loisir,neutre_loisir,0.05651314285714285,homogeneous,0.27019917324314163,mainstream
5aEz3lqzgWC3QfAWiNYRke,Hiphopkarma,In It,pop,weekend,chaud,fete,joyeux,groupe,cafe,129,0.765,0.939,0.912,0.662,0.171,0.095,0.172,6.6,moderee,positive,pop_family,0.718335,high_energy,0.6976800000000001,moderate_party,0.41650000000000004,mixed,0.8613000000000001,0.38660000000000005,0.46510000000000007,weekend_joyeux,weekend_fete,joyeux_fete,0.13868647619047622,diverse,0.18338970311912814,niche
7fI6dNPkO9GsMw6O3ZyPL0,Bizarre,Hip Hop,hip_hop,apres_midi,neutre,loisir,neutre,famille,maison,108,0.684,0.598,0.747,0.572,0.111,0.317,0.221,7.5,faible,neutre,hiphop_family,0.409032,low_energy,0.5109480000000001,chill,0.34149999999999997,electronic,0.6771,0.3569,0.3637,apres_midi_neutre,apres_midi_loisir,neutre_loisir,0.06056257142857143,homogeneous,0.21758737316798193,niche
5tp5lixxnFoKu6WAVBri75,Lil Double 0,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,125,0.608,0.679,0.57,0.824,0.378,0.07,0.052,7.9,faible,positive,jazz_family,0.41283200000000003,low_energy,0.34656,chill,0.601,organic,0.6179,0.5606,0.6222,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08992195238095237,balanced,0.2658774896655393,niche
7AgMX97ljLm9BzszyyXEYZ,A Tribe Called Quest,Jazz (We've Got),jazz,matin,neutre,loisir,neutre,seul,cafe,111,0.479,0.586,0.411,0.783,0.415,0.038,0.051,7.9,faible,neutre,jazz_family,0.280694,low_energy,0.196869,chill,0.599,organic,0.4906999999999999,0.594,0.6348,matin_neutre,matin_loisir,neutre_loisir,0.07342023809523811,homogeneous,0.1373543780533634,niche
06SYfhYSo9iY3txHE6W9Dl,berlioz,jazz is for ordinary people,jazz,matin,neutre,loisir,neutre,seul,maison,131,0.469,0.541,0.517,0.824,0.462,0.027,0.252,8.0,faible,neutre,jazz_family,0.253729,low_energy,0.242473,chill,0.643,organic,0.505,0.6275,0.6728,matin_neutre,matin_loisir,neutre_loisir,0.06180057142857143,homogeneous,0.16102968808718524,niche
6w4MlvpuxtbjGdL9YeTx89,Outkast,Jazzy Belle,jazz,apres_midi,neutre,detente,romantique,couple,maison,123,0.628,0.798,0.707,0.605,0.437,0.049,0.122,7.8,faible,positive,jazz_family,0.501144,low_energy,0.443996,chill,0.521,organic,0.7027000000000001,0.48469999999999996,0.5902000000000001,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08432133333333335,homogeneous,0.27865464111236377,mainstream
2rk0lCpO1vkKAQ6BC8bjUX,Mick Jenkins,Jazz,jazz,matin,neutre,detente,romantique,couple,maison,118,0.438,0.607,0.482,0.797,0.777,0.075,0.066,7.4,faible,positive,jazz_family,0.265866,low_energy,0.211116,chill,0.787,organic,0.5019,0.7205,0.8126000000000001,matin_romantique,matin_detente,romantique_detente,0.09000447619047619,balanced,0.2318677189026682,niche
7hQJA50XrCWABAu5v6QZ4i,Queen,Don't Stop Me Now - Remastered 2011,pop,journee,ensoleille,sport,energique,amis,salle_sport,147,0.94,0.707,0.904,0.666,0.366,0.074,0.176,8.3,elevee,positive,pop_family,0.66458,high_energy,0.84976,high_party,0.516,organic,0.8593,0.39420000000000005,0.5680000000000001,journee_energique,journee_sport,energique_sport,0.11929795238095238,diverse,0.28861330326944756,mainstream
2JJ9z5cHcm1fXkp8lDVaQ2,Aylior,Jazz,jazz,soiree,neutre,etude,calme,seul,bibliotheque,111,0.362,0.576,0.428,0.796,0.742,0.054,0.174,6.7,faible,neutre,jazz_family,0.20851199999999998,low_energy,0.154936,chill,0.769,organic,0.44599999999999995,0.7324,0.799,soiree_calme,soiree_etude,calme_etude,0.07700495238095238,homogeneous,0.09451334084930475,niche
1D5PMly59volxN3IJMv9bt,The Fumes,Jazz,jazz,matin,neutre,detente,romantique,couple,restaurant,129,0.429,0.628,0.534,0.625,0.724,0.056,0.203,6.9,faible,positive,jazz_family,0.269412,low_energy,0.229086,chill,0.6745,organic,0.5202,0.6385,0.7383,matin_romantique,matin_detente,romantique_detente,0.060130666666666666,homogeneous,0.21909056745584368,niche
4N6SmWg9M92xRwejuVBxwQ,iwamizu,Jazz,jazz,nuit,froid,travail,calme,couple,bureau,102,0.392,0.677,0.46,0.636,0.663,0.038,0.102,6.4,faible,positive,jazz_family,0.265384,low_energy,0.18032,chill,0.6495,organic,0.49790000000000006,0.6356999999999999,0.7147,nuit_calme,nuit_travail,calme_travail,0.070179,homogeneous,0.061630965802329955,niche
0IxLXLJHEnYlTjek6A0moU,Cozy Fall Jazz,Jazz,jazz,matin,neutre,detente,romantique,couple,restaurant,121,0.496,0.681,0.478,0.661,0.748,0.054,0.079,6.6,faible,positive,jazz_family,0.337776,low_energy,0.237088,chill,0.7045,organic,0.5461,0.64,0.7615000000000001,matin_romantique,matin_detente,romantique_detente,0.08062123809523809,homogeneous,0.21909056745584368,niche
0pjCsB0XNSyqM9UazlTODC,Dmitri Shostakovich,Jazz Suite No. 2: VI. Waltz 2,jazz,apres_midi,neutre,detente,romantique,couple,maison,129,0.412,0.642,0.56,0.588,0.625,0.032,0.095,7.9,faible,positive,jazz_family,0.264504,low_energy,0.23072,chill,0.6065,organic,0.5254,0.5991,0.6825,apres_midi_romantique,apres_midi_detente,romantique_detente,0.06588966666666667,homogeneous,0.27865464111236377,mainstream
5u8g9bBja2IESAqDu03x6W,trompette,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,131,0.591,0.712,0.611,0.541,0.469,0.054,0.183,7.1,faible,positive,jazz_family,0.42079199999999994,low_energy,0.36110099999999995,chill,0.505,organic,0.6333,0.47980000000000006,0.586,apres_midi_romantique,apres_midi_detente,romantique_detente,0.05852928571428571,homogeneous,0.2658774896655393,niche
3eQnyx0B0yMZslWaxztNfA,byekid,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,129,0.571,0.783,0.651,0.542,0.423,0.075,0.081,7.2,faible,positive,jazz_family,0.44709299999999996,low_energy,0.37172099999999997,chill,0.48250000000000004,organic,0.6586,0.47240000000000004,0.5591,apres_midi_romantique,apres_midi_detente,romantique_detente,0.07530461904761905,homogeneous,0.2658774896655393,niche
0TrEMKiKV6JE7PyGkmm2VV,DJ Zeeter,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,131,0.544,0.636,0.52,0.625,0.379,0.022,0.23,6.7,faible,positive,jazz_family,0.345984,low_energy,0.28288,chill,0.502,organic,0.5644,0.5005,0.5726,apres_midi_romantique,apres_midi_detente,romantique_detente,0.051700904761904774,homogeneous,0.2658774896655393,niche
2zMn261sjoitKZJehIMKPD,The Durutti Column,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,maison,114,0.526,0.625,0.484,0.784,0.618,0.074,0.107,6.8,faible,positive,jazz_family,0.32875,low_energy,0.254584,chill,0.7010000000000001,organic,0.5431,0.6412,0.7294,apres_midi_romantique,apres_midi_detente,romantique_detente,0.07261690476190476,homogeneous,0.27865464111236377,mainstream
3wo3d0I5H8KjkwGvnz8WbB,Sonny Fodera,Somedays,pop,journee,ensoleille,sport,energique,amis,exterieur,153,0.886,0.734,0.828,0.593,0.147,0.056,0.16,8.6,elevee,positive,pop_family,0.650324,high_energy,0.7336079999999999,high_party,0.37,mixed,0.823,0.31549999999999995,0.4401999999999999,journee_energique,journee_sport,energique_sport,0.1260022380952381,diverse,0.29819616685456596,mainstream
1muuU1537td0NXq2cf6BNh,We Dream In Anime,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,maison,132,0.646,0.669,0.579,0.808,0.606,0.04,0.244,6.9,faible,positive,jazz_family,0.43217400000000006,low_energy,0.374034,chill,0.7070000000000001,organic,0.6328,0.6112,0.7374,apres_midi_romantique,apres_midi_detente,romantique_detente,0.07302414285714286,homogeneous,0.27865464111236377,mainstream
6jnLsjqqgQGZGHUenUyTsB,David Crowe,Jazz,jazz,apres_midi,neutre,loisir,neutre,amis,maison,130,0.448,0.506,0.558,0.54,0.41,0.022,0.06,6.5,faible,neutre,jazz_family,0.226688,low_energy,0.24998400000000004,chill,0.475,organic,0.4984,0.5046,0.5626,apres_midi_neutre,apres_midi_loisir,neutre_loisir,0.05122095238095239,homogeneous,0.25892521608417884,niche
4igIYHF3B5VBxEafHauVo3,Queen,Fat Bottomed Girls - Remastered 2011,pop,weekend,chaud,cuisine,joyeux,famille,plage,125,0.731,0.931,0.72,0.51,0.023,0.075,0.322,8.0,moderee,positive,pop_family,0.680561,high_energy,0.52632,chill,0.2665,electronic,0.7877,0.2916,0.34950000000000003,weekend_joyeux,weekend_cuisine,joyeux_cuisine,0.12040180952380952,diverse,0.16366027809094327,niche
15Csfc8bkcJRCT04OErRkP,Paul F. Tompkins,Jazz,jazz,matin,neutre,detente,romantique,couple,maison,130,0.462,0.69,0.557,0.612,0.43,0.044,0.167,6.3,faible,positive,jazz_family,0.31878,low_energy,0.25733400000000006,chill,0.521,organic,0.5589,0.5352,0.5898,matin_romantique,matin_detente,romantique_detente,0.05595214285714284,homogeneous,0.2318677189026682,niche
7fAhwIX8dBLJF2AaPE2Gu6,K.A.A.N.,Jazz,jazz,soiree,neutre,travail,calme,seul,bureau,112,0.391,0.571,0.388,0.764,0.662,0.022,0.227,6.2,faible,neutre,jazz_family,0.223261,low_energy,0.151708,chill,0.7130000000000001,organic,0.44410000000000005,0.6869000000000001,0.7558,soiree_calme,soiree_travail,calme_travail,0.06603114285714286,homogeneous,0.09526493799323561,niche
0dgdDB39uUoC8WICmTE2U8,Jazzy,No Bad Vibes,jazz,apres_midi,ensoleille,detente,romantique,couple,maison,129,0.671,0.84,0.634,0.761,0.755,0.05,0.155,8.4,faible,positive,jazz_family,0.56364,moderate_energy,0.425414,chill,0.758,organic,0.7106,0.6295999999999999,0.7958000000000001,apres_midi_romantique,apres_midi_detente,romantique_detente,0.09972190476190475,balanced,0.2450206689214581,niche
6Z1TYllQ31HlIGhxX7zI6k,Moses Wilde.,Jazz,jazz,nuit,neutre,travail,calme,couple,bureau,113,0.36,0.601,0.389,0.851,0.668,0.073,0.333,6.2,faible,positive,jazz_family,0.21636,low_energy,0.14004,chill,0.7595000000000001,organic,0.44099999999999995,0.7328,0.7746999999999999,nuit_calme,nuit_travail,calme_travail,0.06608880952380952,homogeneous,0.13585118376550168,niche
4fdftRy6Gon68yCvJzOtYo,Caramelos De Cianuro,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,131,0.597,0.764,0.661,0.748,0.3,0.051,0.11,6.8,faible,positive,jazz_family,0.456108,low_energy,0.394617,chill,0.524,organic,0.6663,0.5101,0.5641999999999999,apres_midi_romantique,apres_midi_detente,romantique_detente,0.09164895238095239,balanced,0.2658774896655393,niche
0DsbijUjURPgkffxhfkrfJ,Copenhagen untd.,Jazzy Cigarette,jazz,apres_midi,neutre,detente,romantique,couple,maison,113,0.506,0.741,0.661,0.757,0.375,0.043,0.083,7.6,faible,positive,jazz_family,0.374946,low_energy,0.33446600000000004,chill,0.5660000000000001,organic,0.623,0.5635,0.606,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08875223809523809,balanced,0.27865464111236377,mainstream
2QU2YbkhokmjI0dC4AlSU9,johnboybeats,JAzZ,jazz,apres_midi,neutre,detente,romantique,couple,maison,133,0.565,0.704,0.517,0.516,0.755,0.043,0.12,6.8,faible,positive,jazz_family,0.39775999999999995,low_energy,0.292105,chill,0.6355,organic,0.5922999999999999,0.5634,0.7237,apres_midi_romantique,apres_midi_detente,romantique_detente,0.07557666666666667,homogeneous,0.27865464111236377,mainstream
7g4Cd8Cti1eHrcTyDXPfYP,Kyung dasom,JAZZ,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,128,0.592,0.689,0.608,0.537,0.596,0.05,0.1,6.9,faible,positive,jazz_family,0.407888,low_energy,0.359936,chill,0.5665,organic,0.6259,0.516,0.6491,apres_midi_romantique,apres_midi_detente,romantique_detente,0.06892747619047618,homogeneous,0.2658774896655393,niche
3n3gfS8H6kpyqF2x5vUdLT,Red Brick Lane,Jazz Odyssey,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,110,0.63,0.796,0.764,0.821,0.487,0.049,0.323,7.6,faible,positive,jazz_family,0.50148,low_energy,0.48132,chill,0.6539999999999999,organic,0.72,0.5855,0.6799999999999999,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08209914285714284,homogeneous,0.2658774896655393,niche
64OJBvUoBussjz3u8hNg2m,Louie Zong,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,maison,115,0.475,0.767,0.66,0.555,0.702,0.035,0.165,6.2,faible,positive,jazz_family,0.364325,low_energy,0.3135,chill,0.6285000000000001,organic,0.6181,0.5901000000000001,0.7104999999999999,apres_midi_romantique,apres_midi_detente,romantique_detente,0.0778254761904762,homogeneous,0.27865464111236377,mainstream
4JsFiWQgbHAERpa7k6Plsc,Roni Size,Jazz,jazz,apres_midi,neutre,detente,romantique,couple,restaurant,123,0.64,0.678,0.703,0.615,0.788,0.071,0.094,7.0,faible,positive,jazz_family,0.43392000000000003,low_energy,0.44992,chill,0.7015,organic,0.6703,0.5904,0.7643,apres_midi_romantique,apres_midi_detente,romantique_detente,0.0894012380952381,balanced,0.2658774896655393,niche
4DK3JpX2NkEMhCnltUEvUg,Mason Williams,Classical Gas,classical,soiree,neutre,travail,calme,seul,bureau,71,0.332,0.535,0.361,0.746,0.721,0.063,0.263,7.1,faible,neutre,classical_family,0.17762000000000003,low_energy,0.119852,chill,0.7335,organic,0.40159999999999996,0.7151,0.7717,soiree_calme,soiree_travail,calme_travail,0.06208128571428571,homogeneous,0.09526493799323561,niche
0g8zASF1mldclJswQ0IQYJ,Lullaby Time,Classical Baby,classical,nuit,neutre,travail,calme,seul,bureau,60,0.225,0.549,0.352,0.737,0.686,0.033,0.255,7.1,faible,neutre,classical_family,0.12352500000000001,low_energy,0.07919999999999999,chill,0.7115,organic,0.3603,0.7331,0.7575000000000001,nuit_calme,nuit_travail,calme_travail,0.06766890476190476,homogeneous,0.09507703870725288,niche
1cmigB9I6IRpFqjIbzvSQB,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",pop,weekend,ensoleille,fete,joyeux,amis,exterieur,129,0.733,0.921,0.822,0.413,0.316,0.071,0.195,8.1,moderee,positive,pop_family,0.675093,high_energy,0.602526,moderate_party,0.3645,mixed,0.8161,0.3401,0.4677,weekend_joyeux,weekend_fete,joyeux_fete,0.10893080952380951,balanced,0.23581360390830516,niche
1DfGPEHxTYeaJpiNA4xUb5,Ludwig van Beethoven,Für Elise,pop,apres_midi,neutre,detente,romantique,couple,restaurant,123,0.601,0.687,0.566,0.536,0.207,0.076,0.299,8.1,faible,positive,pop_family,0.412887,low_energy,0.34016599999999997,chill,0.3715,mixed,0.6163000000000001,0.39620000000000005,0.4491,apres_midi_romantique,apres_midi_detente,romantique_detente,0.05283695238095238,homogeneous,0.2658774896655393,niche
61dYvvfIRtIDFuqZypPAta,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",pop,journee,ensoleille,sport,energique,groupe,salle_sport,142,0.867,0.797,0.749,0.493,0.027,0.067,0.239,8.0,elevee,positive,pop_family,0.690999,high_energy,0.649383,moderate_party,0.26,electronic,0.8106,0.2452,0.34800000000000003,journee_energique,journee_sport,energique_sport,0.1257592380952381,diverse,0.2696354753851935,mainstream
6JyihARD2zGUa4uB4NfQiv,Pyotr Ilyich Tchaikovsky,"Swan Lake (Suite), Op. 20a, TH.219: I. Scene - Swan Theme",pop,journee,neutre,sport,motive,amis,exterieur,138,0.795,0.765,0.774,0.621,0.065,0.106,0.259,8.1,moderee,positive,pop_family,0.608175,moderate_energy,0.61533,moderate_party,0.34299999999999997,electronic,0.7797000000000001,0.3294,0.3976,journee_motive,journee_sport,motive_sport,0.10793661904761905,balanced,0.34272829763246904,very_popular
77oGPqxT7yDZ5OCRmR863C,Marcin,Classical Dragon (feat. Tim Henson),classical,nuit,neutre,travail,calme,couple,bureau,63,0.274,0.64,0.482,0.9,0.578,0.04,0.26,6.7,faible,positive,classical_family,0.17536000000000002,low_energy,0.13206800000000002,chill,0.739,organic,0.4462,0.7512000000000001,0.7509999999999999,nuit_calme,nuit_travail,calme_travail,0.08185028571428571,homogeneous,0.13585118376550168,niche
23lDDFpPqVktmCcUhc0ytw,Wolfgang Amadeus Mozart,Requiem: K. 626: Lacrimosa,pop,weekend,chaud,sport,joyeux,amis,exterieur,147,0.81,0.933,0.758,0.52,0.017,0.043,0.119,7.7,elevee,positive,pop_family,0.7557300000000001,high_energy,0.6139800000000001,moderate_party,0.2685,electronic,0.8313000000000001,0.2701,0.3559,weekend_joyeux,weekend_sport,joyeux_sport,0.15416580952380954,diverse,0.3032694475760992,very_popular
4DlGLD32K7shuL8ub067DL,Vampire Weekend,Classical,classical,apres_midi,neutre,detente,romantique,couple,maison,91,0.429,0.631,0.456,0.547,0.366,0.061,0.069,7.5,faible,positive,classical_family,0.270699,low_energy,0.195624,chill,0.4565,organic,0.49770000000000003,0.4999,0.5348999999999999,apres_midi_romantique,apres_midi_detente,romantique_detente,0.04938128571428572,homogeneous,0.27865464111236377,mainstream
2xizRhme7pYeITbH1NLLGt,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",pop,journee,chaud,conduite,energique,couple,voiture,123,0.826,0.757,0.682,0.615,0.368,0.051,0.299,8.3,elevee,positive,pop_family,0.625282,high_energy,0.563332,moderate_party,0.4915,organic,0.7621,0.4086,0.5583,journee_energique,journee_conduite,energique_conduite,0.07945466666666666,homogeneous,0.20443442314919205,niche
0jOnZhF75V68VsBObWx2XO,Camille Saint-Saëns,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",pop,apres_midi,ensoleille,conduite,neutre,amis,voiture,131,0.635,0.949,0.634,0.421,0.031,0.037,0.321,7.6,faible,positive,pop_family,0.602615,moderate_energy,0.40259,chill,0.22599999999999998,electronic,0.7289,0.28719999999999996,0.3344,apres_midi_neutre,apres_midi_conduite,neutre_conduite,0.11309461904761907,diverse,0.209695603156708,niche
6kf7ZCJjEbjZXikivKOsvJ,Claude Debussy,Clair de lune,pop,weekend,ensoleille,fete,joyeux,groupe,exterieur,124,0.708,0.805,0.825,0.585,0.138,0.096,0.2,8.2,moderee,positive,pop_family,0.56994,moderate_energy,0.5841,moderate_party,0.3615,mixed,0.7722,0.363,0.4253,weekend_joyeux,weekend_fete,joyeux_fete,0.10507961904761905,balanced,0.21683577602405113,niche
40gRh2ZURv5tYBo8yB9Lu3,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",pop,weekend,ensoleille,sport,joyeux,groupe,salle_sport,139,0.789,0.825,0.708,0.477,0.069,0.038,0.148,8.2,moderee,positive,pop_family,0.650925,high_energy,0.558612,chill,0.273,electronic,0.7755,0.2748,0.37,weekend_joyeux,weekend_sport,joyeux_sport,0.12127190476190476,diverse,0.2732055618188651,mainstream
6MzbO6YS0M6tjwT93hjAl0,Sigvaldi Kaldalóns,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,pop,journee,neutre,sport,motive,amis,exterieur,144,0.801,0.663,0.787,0.704,0.354,0.061,0.338,8.1,moderee,positive,pop_family,0.5310630000000001,moderate_energy,0.630387,moderate_party,0.5289999999999999,organic,0.7554,0.4475,0.5760000000000001,journee_motive,journee_sport,motive_sport,0.0792092380952381,homogeneous,0.34272829763246904,very_popular
4b7FS62swyDhSMk7TBxL57,Mason Williams,Classical Gas,classical,soiree,pluvieux,loisir,nostalgique,seul,maison,73,0.492,0.414,0.461,0.833,0.527,0.027,0.246,6.8,faible,neutre,classical_family,0.20368799999999998,low_energy,0.226812,chill,0.6799999999999999,organic,0.4593,0.6437,0.708,soiree_nostalgique,soiree_loisir,nostalgique_loisir,0.06218828571428572,homogeneous,0.06426155580608793,niche
5u5aVJKjSMJr4zesMPz7bL,Claude Debussy,"Clair de Lune, L. 32",pop,journee,neutre,sport,motive,amis,exterieur,152,0.801,0.681,0.745,0.611,0.077,0.116,0.305,8.4,moderee,positive,pop_family,0.5454810000000001,moderate_energy,0.5967450000000001,moderate_party,0.344,electronic,0.7482000000000001,0.3272,0.3986,journee_motive,journee_sport,motive_sport,0.09271261904761906,balanced,0.34272829763246904,very_popular
4wKob4SjImqLpFqr8ygpgz,Alberto Giurioli,Istanbul,pop,apres_midi,neutre,detente,romantique,couple,maison,126,0.617,0.679,0.61,0.516,0.274,0.058,0.125,8.1,faible,positive,pop_family,0.418943,low_energy,0.37637,chill,0.395,mixed,0.6335000000000001,0.4035,0.4802,apres_midi_romantique,apres_midi_detente,romantique_detente,0.06500990476190477,homogeneous,0.27865464111236377,mainstream
6XzyCjS2Z2zgGIAk1p5nKB,Gucci Mane,Classical - Intro,classical,nuit,neutre,etude,calme,seul,bureau,71,0.217,0.476,0.236,0.671,0.421,0.054,0.209,6.1,faible,neutre,classical_family,0.103292,low_energy,0.051211999999999994,chill,0.546,organic,0.3004,0.6296,0.601,nuit_calme,nuit_etude,calme_etude,0.043033904761904766,homogeneous,0.09582863585118377,niche
72a7BreUstd8JSHbPyMr0d,Alexis Ffrench,Once,pop,apres_midi,neutre,detente,romantique,couple,restaurant,139,0.61,0.777,0.736,0.777,0.197,0.07,0.154,8.1,faible,positive,pop_family,0.47397,low_energy,0.44895999999999997,chill,0.487,organic,0.6979,0.4869,0.5176000000000001,apres_midi_romantique,apres_midi_detente,romantique_detente,0.10218361904761906,balanced,0.2658774896655393,niche
5NILhtaOQF1sny3pE5lriu,Chad Lawson,Sanctuary,pop,journee,neutre,cuisine,motive,famille,maison,122,0.703,0.71,0.799,0.542,0.259,0.113,0.138,8.3,moderee,positive,pop_family,0.49912999999999996,low_energy,0.561697,chill,0.4005,mixed,0.7339,0.38360000000000005,0.46950000000000003,journee_motive,journee_cuisine,motive_cuisine,0.08456857142857144,homogeneous,0.23449830890642612,niche
4PGrQH5eUSlo8CxdUHRDx3,Tommy Emmanuel,Classical Gas - Live,classical,soiree,froid,etude,calme,seul,bibliotheque,61,0.313,0.441,0.387,0.727,0.619,0.063,0.326,6.2,faible,neutre,classical_family,0.138033,low_energy,0.121131,chill,0.673,organic,0.37360000000000004,0.6826,0.715,soiree_calme,soiree_etude,calme_etude,0.04708814285714285,homogeneous,0.020293122886133032,niche
4QzZVJc6qPTtTkPem7qZRo,Laurindo Almeida,The Lamp Is Low,pop,apres_midi,neutre,cuisine,neutre,famille,maison,118,0.691,0.725,0.793,0.407,0.349,0.074,0.262,8.5,moderee,positive,pop_family,0.500975,low_energy,0.547963,chill,0.378,mixed,0.7318,0.36019999999999996,0.4818,apres_midi_neutre,apres_midi_cuisine,neutre_cuisine,0.0728112857142857,homogeneous,0.22003006388575722,niche
70EAyoNV7Coaw5ACubFL3F,Erik Satie,Gymnopédie No.1,pop,apres_midi,ensoleille,detente,romantique,amis,maison,132,0.688,0.903,0.846,0.73,0.22,0.072,0.273,7.8,moderee,positive,pop_family,0.6212639999999999,moderate_energy,0.5820479999999999,moderate_party,0.475,organic,0.7998999999999998,0.4516,0.5146000000000001,apres_midi_romantique,apres_midi_detente,romantique_detente,0.11263214285714285,diverse,0.2553551296505073,niche
